city,state,area,time,number,lat,lon,score
Knoxville,Tennessee,73.0,5.808194187000001,3,35.96063839999999,-83.9207392,37.70535091
Kansas City,Kansas,30.0,0.811448884,1,39.114053000000006,-94.6274636,36.9709055
Concord,North Carolina,77.0,4.252768331,2,35.4087517,-80.579511,36.21170682
Charlotte,North Carolina,77.0,4.435140054,2,35.2270869,-80.8431267,34.72269153
Kansas City,Missouri,30.0,0.887716099,1,39.0997265,-94.5785667,33.79458819
Des Moines,Iowa,35.0,1.114887303,1,41.600544799999994,-93.6091064,31.39330756
Winston-Salem,North Carolina,77.0,5.290348088,2,36.0998596,-80.24421600000001,29.10961574
Overland Park,Kansas,30.0,1.032786877,1,38.9822282,-94.6707917,29.04761929
Evansville,Indiana,65.0,2.321900861,1,37.9715592,-87.5710898,27.99430462
Independence,Missouri,30.0,1.098069751,1,39.0911161,-94.4155068,27.32066882
Lawrence,Kansas,30.0,1.133181085,1,38.971668900000004,-95.23525009999999,26.47414469
Olathe,Kansas,30.0,1.18584607,1,38.8813958,-94.8191285,25.29839307
Fargo,North Dakota,65.0,6.14373989,2,46.8771863,-96.78980340000001,21.15974998
Lee's Summit,Missouri,30.0,1.427414056,1,38.9108408,-94.3821724,21.01702717
Topeka,Kansas,30.0,1.568699284,1,39.055823499999995,-95.6890185,19.12412424
Sioux City,Iowa,50.0,2.677101325,1,42.4999942,-96.4003069,18.67691728
Columbia,South Carolina,50.0,3.0732287539999996,1,34.0007104,-81.0348144,16.269534099999998
Peoria,Illinois,28.0,2.51438829,1,40.6936488,-89.58898640000001,11.13590932
Columbia,Missouri,30.0,3.122063694,1,38.95170529999999,-92.33407240000001,9.609028817
Athens-Clarke County,Georgia,8.0,2.620932655,1,33.9519347,-83.357567,3.052348554
Johns Creek,Georgia,8.0,3.136506909,1,34.0289259,-84.19857900000001,2.550608123
Mesa,Arizona,0.0,0.0,0,33.4151843,-111.83147240000001,1.0
Jacksonville,Florida,0.0,0.0,0,30.3321838,-81.655651,1.0
San Diego,California,0.0,0.0,0,32.715738,-117.1610838,1.0
Fort Worth,Texas,0.0,0.0,0,32.7554883,-97.3307658,1.0
Memphis,Tennessee,0.0,0.0,0,35.1495343,-90.0489801,1.0
Nashville-Davidson,Tennessee,0.0,0.0,0,36.1626638,-86.78160159999999,1.0
Oklahoma City,Oklahoma,0.0,0.0,0,35.4675602,-97.5164276,1.0
Tucson,Arizona,0.0,0.0,0,32.2217429,-110.926479,1.0
Tulsa,Oklahoma,0.0,0.0,0,36.1539816,-95.992775,1.0
Atlanta,Georgia,0.0,0.0,0,33.7489954,-84.3879824,1.0
Virginia Beach,Virginia,0.0,0.0,0,36.8529263,-75.977985,1.0
Miami,Florida,0.0,0.0,0,25.7616798,-80.1917902,1.0
Baton Rouge,Louisiana,0.0,0.0,0,30.458282899999997,-91.1403196,1.0
Birmingham,Alabama,0.0,0.0,0,33.5206608,-86.80249,1.0
Columbus,Georgia,0.0,0.0,0,32.4609764,-84.9877094,1.0
Springfield,Missouri,0.0,0.0,0,37.20895720000001,-93.2922989,1.0
Houston,Texas,0.0,0.0,0,29.7604267,-95.36980279999999,1.0
Austin,Texas,0.0,0.0,0,30.267153000000004,-97.7430608,1.0
Norfolk,Virginia,0.0,0.0,0,36.8507689,-76.28587259999999,1.0
McKinney,Texas,0.0,0.0,0,33.197246500000006,-96.6397822,1.0
Sioux Falls,South Dakota,0.0,0.0,0,43.5445959,-96.73110340000001,1.0
St. Petersburg,Florida,0.0,0.0,0,27.751828399999997,-82.6267345,1.0
Macon-Bibb County,Georgia,0.0,0.0,0,32.8406946,-83.6324022,1.0
Midland,Texas,0.0,0.0,0,31.9973456,-102.0779146,1.0
Lubbock,Texas,0.0,0.0,0,33.5778631,-101.85516650000001,1.0
Gilbert,Arizona,0.0,0.0,0,33.3528264,-111.789027,1.0
Glendale,Arizona,0.0,0.0,0,33.538652299999995,-112.18598659999999,1.0
Hialeah,Florida,0.0,0.0,0,25.8575963,-80.2781057,1.0
Garland,Texas,0.0,0.0,0,32.912624,-96.6388833,1.0
Chesapeake,Virginia,0.0,0.0,0,36.7682088,-76.2874927,1.0
Irving,Texas,0.0,0.0,0,32.814017699999994,-96.9488945,1.0
Scottsdale,Arizona,0.0,0.0,0,33.494170399999994,-111.9260519,1.0
Bakersfield,California,0.0,0.0,0,35.3732921,-119.0187125,1.0
Arlington,Texas,0.0,0.0,0,32.735687,-97.10806559999999,1.0
New Orleans,Louisiana,0.0,0.0,0,29.9510658,-90.0715323,1.0
Wichita,Kansas,0.0,0.0,0,37.6871761,-97.330053,1.0
Orlando,Florida,0.0,0.0,0,28.5383355,-81.3792365,1.0
Dallas,Texas,0.0,0.0,0,32.7766642,-96.7969879,1.0
Pasadena,Texas,0.0,0.0,0,29.6910625,-95.2091006,1.0
Montgomery,Alabama,0.0,0.0,0,32.366805199999995,-86.2999689,1.0
Hollywood,Florida,0.0,0.0,0,26.0112014,-80.1494901,1.0
Fort Lauderdale,Florida,0.0,0.0,0,26.122438600000002,-80.13731740000001,1.0
Mobile,Alabama,0.0,0.0,0,30.6953657,-88.0398912,1.0
Huntsville,Alabama,0.0,0.0,0,34.730368799999994,-86.5861037,1.0
Tallahassee,Florida,0.0,0.0,0,30.4382559,-84.2807329,1.0
Grand Prairie,Texas,0.0,0.0,0,32.7459645,-96.99778459999999,1.0
Brownsville,Texas,0.0,0.0,0,25.9017472,-97.4974838,1.0
Newport News,Virginia,0.0,0.0,0,37.087082099999996,-76.4730122,1.0
Santa Rosa,California,0.0,0.0,0,38.440428999999995,-122.7140548,1.0
Redlands,California,0.0,0.0,0,0.0,0.0,1.0
Port St. Lucie,Florida,0.0,0.0,0,27.273049199999996,-80.3582261,1.0
Chattanooga,Tennessee,0.0,0.0,0,35.0456297,-85.3096801,1.0
Tempe,Arizona,0.0,0.0,0,33.4255104,-111.9400054,1.0
Jackson,Mississippi,0.0,0.0,0,32.298757300000005,-90.1848103,1.0
Cape Coral,Florida,0.0,0.0,0,26.5628537,-81.94953309999998,1.0
Lafayette,Indiana,0.0,0.0,0,0.0,0.0,1.0
Lauderhill,Florida,0.0,0.0,0,0.0,0.0,1.0
Rockwall,Texas,0.0,0.0,0,0.0,0.0,1.0
Corpus Christi,Texas,0.0,0.0,0,27.800582799999997,-97.396381,1.0
Clarksville,Tennessee,0.0,0.0,0,36.5297706,-87.3594528,1.0
Springfield,Ohio,0.0,0.0,0,0.0,0.0,1.0
Little Rock,Arkansas,0.0,0.0,0,34.7464809,-92.2895948,1.0
Augusta-Richmond County,Georgia,0.0,0.0,0,33.4734978,-82.0105148,1.0
Waco,Texas,0.0,0.0,0,31.549333,-97.1466695,1.0
Frisco,Texas,0.0,0.0,0,33.1506744,-96.82361159999999,1.0
Mesquite,Texas,0.0,0.0,0,32.7667955,-96.5991593,1.0
Savannah,Georgia,0.0,0.0,0,32.0835407,-81.0998342,1.0
McAllen,Texas,0.0,0.0,0,26.203407100000003,-98.2300124,1.0
Killeen,Texas,0.0,0.0,0,31.117119399999996,-97.7277959,1.0
Hampton,Virginia,0.0,0.0,0,37.0298687,-76.3452218,1.0
Miramar,Florida,0.0,0.0,0,25.9860762,-80.3035602,1.0
Charleston,South Carolina,0.0,0.0,0,32.776474900000004,-79.9310512,1.0
Shreveport,Louisiana,0.0,0.0,0,32.5251516,-93.75017890000001,1.0
Gainesville,Florida,0.0,0.0,0,29.6516344,-82.3248262,1.0
Carrollton,Texas,0.0,0.0,0,32.975641499999995,-96.88996359999999,1.0
Denton,Texas,0.0,0.0,0,33.2148412,-97.13306829999999,1.0
Pembroke Pines,Florida,0.0,0.0,0,26.007765,-80.2962555,1.0
Peoria,Arizona,0.0,0.0,0,33.5805955,-112.23737790000001,1.0
Phoenix,Arizona,0.0,0.0,0,33.4483771,-112.07403729999999,1.0
Amarillo,Texas,0.0,0.0,0,35.2219971,-101.8312969,1.0
Chandler,Arizona,0.0,0.0,0,33.3061605,-111.8412502,1.0
Avondale,Arizona,0.0,0.0,0,33.4355977,-112.3496021,1.0
San Antonio,Texas,0.0,0.0,0,29.4241219,-98.4936282,1.0
Loveland,Colorado,0.0,0.0,0,0.0,0.0,1.0
Miami Gardens,Florida,0.0,0.0,0,25.942037699999997,-80.2456045,1.0
Clearwater,Florida,0.0,0.0,0,27.9658533,-82.8001026,1.0
Richardson,Texas,0.0,0.0,0,32.948333500000004,-96.72985190000001,1.0
North Charleston,South Carolina,0.0,0.0,0,32.8546197,-79.9748103,1.0
Pompano Beach,Florida,0.0,0.0,0,26.2378597,-80.1247667,1.0
Palm Bay,Florida,0.0,0.0,0,28.034462100000006,-80.5886646,1.0
Wichita Falls,Texas,0.0,0.0,0,33.913708500000006,-98.49338730000001,1.0
Broken Arrow,Oklahoma,0.0,0.0,0,36.060949,-95.7974526,1.0
West Palm Beach,Florida,0.0,0.0,0,26.7153424,-80.0533746,1.0
College Station,Texas,0.0,0.0,0,30.627977,-96.3344068,1.0
Deltona,Florida,0.0,0.0,0,28.9005446,-81.2636738,1.0
Suffolk,Virginia,0.0,0.0,0,36.7282054,-76.5835621,1.0
Sugar Land,Texas,0.0,0.0,0,29.6196787,-95.6349463,1.0
Decatur,Illinois,0.0,0.0,0,39.84031470000001,-88.9548001,1.0
Boynton Beach,Florida,0.0,0.0,0,26.531786600000004,-80.0905465,1.0
New Britain,Connecticut,0.0,0.0,0,0.0,0.0,1.0
Norman,Oklahoma,0.0,0.0,0,35.222566799999996,-97.4394777,1.0
Odessa,Texas,0.0,0.0,0,31.8456816,-102.3676431,1.0
Plano,Texas,0.0,0.0,0,33.0198431,-96.6988856,1.0
Auburn,Alabama,0.0,0.0,0,0.0,0.0,1.0
Round Rock,Texas,0.0,0.0,0,30.508255100000003,-97.678896,1.0
Roswell,Georgia,0.0,0.0,0,34.0232431,-84.36155550000001,1.0
Surprise,Arizona,0.0,0.0,0,33.62923370000001,-112.36792790000001,1.0
Yuma,Arizona,0.0,0.0,0,32.6926512,-114.62769159999999,1.0
Miami Beach,Florida,0.0,0.0,0,25.790654,-80.1300455,1.0
Plantation,Florida,0.0,0.0,0,26.1275862,-80.23310359999999,1.0
Boca Raton,Florida,0.0,0.0,0,26.3683064,-80.1289321,1.0
Sunrise,Florida,0.0,0.0,0,26.1669711,-80.25659499999999,1.0
Santa Barbara,California,0.0,0.0,0,34.4208305,-119.69819009999999,1.0
Edmond,Oklahoma,0.0,0.0,0,35.6528323,-97.4780954,1.0
Fort Smith,Arkansas,0.0,0.0,0,35.385924200000005,-94.39854749999999,1.0
Lakeland,Florida,0.0,0.0,0,28.039465399999997,-81.9498042,1.0
Lewisville,Texas,0.0,0.0,0,33.046233,-96.994174,1.0
Santa Maria,California,0.0,0.0,0,34.953033700000006,-120.43571909999999,1.0
Pearland,Texas,0.0,0.0,0,29.5635666,-95.2860474,1.0
Abilene,Texas,0.0,0.0,0,32.4487364,-99.7331439,1.0
Murfreesboro,Tennessee,0.0,0.0,0,35.8456213,-86.39027,1.0
Meriden,Connecticut,0.0,0.0,0,0.0,0.0,1.0
Canton,Ohio,0.0,0.0,0,0.0,0.0,1.0
Layton,Utah,0.0,0.0,0,0.0,0.0,1.0
Jonesboro,Arkansas,0.0,0.0,0,0.0,0.0,1.0
Longview,Texas,0.0,0.0,0,32.5007037,-94.74048909999999,1.0
Lynwood,California,0.0,0.0,0,0.0,0.0,1.0
Palm Coast,Florida,0.0,0.0,0,29.584452399999996,-81.2078699,1.0
Largo,Florida,0.0,0.0,0,27.909466499999997,-82.7873244,1.0
Deerfield Beach,Florida,0.0,0.0,0,26.318412300000002,-80.0997657,1.0
Bloomington,Illinois,0.0,0.0,0,40.4842027,-88.9936873,1.0
Melbourne,Florida,0.0,0.0,0,28.0836269,-80.6081089,1.0
Springdale,Arkansas,0.0,0.0,0,36.18674420000001,-94.1288141,1.0
Tampa,Florida,0.0,0.0,0,27.950575,-82.4571776,1.0
Baytown,Texas,0.0,0.0,0,29.735504700000003,-94.97742740000001,1.0
Albany,Georgia,0.0,0.0,0,31.578507399999996,-84.155741,1.0
Goodyear,Arizona,0.0,0.0,0,33.4353394,-112.3576567,1.0
Lafayette,Louisiana,0.0,0.0,0,30.2240897,-92.0198427,1.0
Coral Springs,Florida,0.0,0.0,0,26.271192,-80.27060440000001,1.0
Chicopee,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Laredo,Texas,0.0,0.0,0,27.530567100000003,-99.48032409999999,1.0
League City,Texas,0.0,0.0,0,29.5074538,-95.0949303,1.0
Chula Vista,California,0.0,0.0,0,32.6400541,-117.0841955,1.0
Mount Pleasant,South Carolina,0.0,0.0,0,32.8323225,-79.82842579999999,1.0
Honolulu,Hawaii,0.0,0.0,0,21.3069444,-157.8583333,1.0
Fayetteville,Arkansas,0.0,0.0,0,36.0625795,-94.1574263,1.0
Waukesha,Wisconsin,0.0,0.0,0,0.0,0.0,1.0
Turlock,California,0.0,0.0,0,0.0,0.0,1.0
Wilmington,Delaware,0.0,0.0,0,0.0,0.0,1.0
Gulfport,Mississippi,0.0,0.0,0,0.0,0.0,1.0
Missouri City,Texas,0.0,0.0,0,0.0,0.0,1.0
Apple Valley,California,0.0,0.0,0,0.0,0.0,1.0
Passaic,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Pawtucket,Rhode Island,0.0,0.0,0,0.0,0.0,1.0
Fort Myers,Florida,0.0,0.0,0,0.0,0.0,1.0
Bryan,Texas,0.0,0.0,0,30.674364299999997,-96.3699632,1.0
Mission,Texas,0.0,0.0,0,26.2159066,-98.3252932,1.0
Temple,Texas,0.0,0.0,0,0.0,0.0,1.0
Warner Robins,Georgia,0.0,0.0,0,32.6130007,-83.624201,1.0
Lake Charles,Louisiana,0.0,0.0,0,30.226594899999995,-93.21737579999999,1.0
Champaign,Illinois,0.0,0.0,0,40.116420399999996,-88.2433829,1.0
Pharr,Texas,0.0,0.0,0,26.1947962,-98.1836216,1.0
Hoover,Alabama,0.0,0.0,0,33.405386699999994,-86.8113781,1.0
Springfield,Oregon,0.0,0.0,0,0.0,0.0,1.0
Frederick,Maryland,0.0,0.0,0,0.0,0.0,1.0
North Port,Florida,0.0,0.0,0,0.0,0.0,1.0
Santa Fe,New Mexico,0.0,0.0,0,0.0,0.0,1.0
Rock Hill,South Carolina,0.0,0.0,0,0.0,0.0,1.0
Missoula,Montana,0.0,0.0,0,0.0,0.0,1.0
Rancho Cordova,California,0.0,0.0,0,0.0,0.0,1.0
Flower Mound,Texas,0.0,0.0,0,0.0,0.0,1.0
Palatine,Illinois,0.0,0.0,0,0.0,0.0,1.0
Weston,Florida,0.0,0.0,0,0.0,0.0,1.0
Jacksonville,North Carolina,0.0,0.0,0,0.0,0.0,1.0
Bismarck,North Dakota,0.0,0.0,0,0.0,0.0,1.0
Flagstaff,Arizona,0.0,0.0,0,0.0,0.0,1.0
Pasco,Washington,0.0,0.0,0,0.0,0.0,1.0
North Richland Hills,Texas,0.0,0.0,0,0.0,0.0,1.0
Mount Vernon,New York,0.0,0.0,0,0.0,0.0,1.0
Dothan,Alabama,0.0,0.0,0,0.0,0.0,1.0
Springfield,Illinois,0.0,0.0,0,39.7817213,-89.6501481,1.0
Waterloo,Iowa,0.0,0.0,0,0.0,0.0,1.0
St. Cloud,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Council Bluffs,Iowa,0.0,0.0,0,0.0,0.0,1.0
Muncie,Indiana,0.0,0.0,0,0.0,0.0,1.0
Broomfield,Colorado,0.0,0.0,0,0.0,0.0,1.0
St. Charles,Missouri,0.0,0.0,0,0.0,0.0,1.0
Victoria,Texas,0.0,0.0,0,0.0,0.0,1.0
Bossier City,Louisiana,0.0,0.0,0,0.0,0.0,1.0
Jackson,Tennessee,0.0,0.0,0,0.0,0.0,1.0
Kenner,Louisiana,0.0,0.0,0,0.0,0.0,1.0
South San Francisco,California,0.0,0.0,0,0.0,0.0,1.0
Palo Alto,California,0.0,0.0,0,0.0,0.0,1.0
Maple Grove,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Gaithersburg,Maryland,0.0,0.0,0,0.0,0.0,1.0
North Little Rock,Arkansas,0.0,0.0,0,0.0,0.0,1.0
Woodbury,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Davis,California,0.0,0.0,0,0.0,0.0,1.0
Kissimmee,Florida,0.0,0.0,0,0.0,0.0,1.0
Portland,Maine,0.0,0.0,0,0.0,0.0,1.0
Oshkosh,Wisconsin,0.0,0.0,0,0.0,0.0,1.0
New Braunfels,Texas,0.0,0.0,0,0.0,0.0,1.0
Yorba Linda,California,0.0,0.0,0,0.0,0.0,1.0
Eagan,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Pittsburg,California,0.0,0.0,0,0.0,0.0,1.0
Montebello,California,0.0,0.0,0,0.0,0.0,1.0
Lorain,Ohio,0.0,0.0,0,0.0,0.0,1.0
Rockville,Maryland,0.0,0.0,0,0.0,0.0,1.0
Madera,California,0.0,0.0,0,0.0,0.0,1.0
Schenectady,New York,0.0,0.0,0,0.0,0.0,1.0
Harlingen,Texas,0.0,0.0,0,0.0,0.0,1.0
Conroe,Texas,0.0,0.0,0,0.0,0.0,1.0
Johnson City,Tennessee,0.0,0.0,0,0.0,0.0,1.0
Yuba City,California,0.0,0.0,0,0.0,0.0,1.0
Homestead,Florida,0.0,0.0,0,0.0,0.0,1.0
Laguna Niguel,California,0.0,0.0,0,0.0,0.0,1.0
Skokie,Illinois,0.0,0.0,0,0.0,0.0,1.0
Janesville,Wisconsin,0.0,0.0,0,0.0,0.0,1.0
Marysville,Washington,0.0,0.0,0,0.0,0.0,1.0
East Orange,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Youngstown,Ohio,0.0,0.0,0,0.0,0.0,1.0
Delray Beach,Florida,0.0,0.0,0,0.0,0.0,1.0
Shawnee,Kansas,0.0,0.0,0,0.0,0.0,1.0
Conway,Arkansas,0.0,0.0,0,0.0,0.0,1.0
Pico Rivera,California,0.0,0.0,0,0.0,0.0,1.0
Edinburg,Texas,0.0,0.0,0,26.3017374,-98.1633432,1.0
San Clemente,California,0.0,0.0,0,0.0,0.0,1.0
Bayonne,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Lodi,California,0.0,0.0,0,0.0,0.0,1.0
Tamarac,Florida,0.0,0.0,0,0.0,0.0,1.0
Cedar Park,Texas,0.0,0.0,0,0.0,0.0,1.0
Santa Cruz,California,0.0,0.0,0,0.0,0.0,1.0
West Des Moines,Iowa,0.0,0.0,0,0.0,0.0,1.0
Eden Prairie,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Alpharetta,Georgia,0.0,0.0,0,0.0,0.0,1.0
Waltham,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Cheyenne,Wyoming,0.0,0.0,0,0.0,0.0,1.0
South Jordan,Utah,0.0,0.0,0,0.0,0.0,1.0
Daytona Beach,Florida,0.0,0.0,0,0.0,0.0,1.0
Haverhill,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Hamilton,Ohio,0.0,0.0,0,0.0,0.0,1.0
Bowling Green,Kentucky,0.0,0.0,0,0.0,0.0,1.0
Encinitas,California,0.0,0.0,0,0.0,0.0,1.0
Greenville,South Carolina,0.0,0.0,0,0.0,0.0,1.0
Mansfield,Texas,0.0,0.0,0,0.0,0.0,1.0
Eau Claire,Wisconsin,0.0,0.0,0,0.0,0.0,1.0
Walnut Creek,California,0.0,0.0,0,0.0,0.0,1.0
Redondo Beach,California,0.0,0.0,0,0.0,0.0,1.0
Casper,Wyoming,0.0,0.0,0,0.0,0.0,1.0
Gardena,California,0.0,0.0,0,0.0,0.0,1.0
Rogers,Arkansas,0.0,0.0,0,0.0,0.0,1.0
Monterey Park,California,0.0,0.0,0,0.0,0.0,1.0
North Miami,Florida,0.0,0.0,0,0.0,0.0,1.0
Utica,New York,0.0,0.0,0,0.0,0.0,1.0
Blaine,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Vineland,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Terre Haute,Indiana,0.0,0.0,0,0.0,0.0,1.0
Malden,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Jupiter,Florida,0.0,0.0,0,0.0,0.0,1.0
Cupertino,California,0.0,0.0,0,0.0,0.0,1.0
West Allis,Wisconsin,0.0,0.0,0,0.0,0.0,1.0
Bristol,Connecticut,0.0,0.0,0,0.0,0.0,1.0
Taylorsville,Utah,0.0,0.0,0,0.0,0.0,1.0
La Mesa,California,0.0,0.0,0,0.0,0.0,1.0
Great Falls,Montana,0.0,0.0,0,0.0,0.0,1.0
Burnsville,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Kokomo,Indiana,0.0,0.0,0,0.0,0.0,1.0
Wellington,Florida,0.0,0.0,0,0.0,0.0,1.0
Tulare,California,0.0,0.0,0,0.0,0.0,1.0
Tuscaloosa,Alabama,0.0,0.0,0,33.2098407,-87.5691735,1.0
Coon Rapids,Minnesota,0.0,0.0,0,0.0,0.0,1.0
St. Clair Shores,Michigan,0.0,0.0,0,0.0,0.0,1.0
Lake Elsinore,California,0.0,0.0,0,0.0,0.0,1.0
Marietta,Georgia,0.0,0.0,0,0.0,0.0,1.0
Petaluma,California,0.0,0.0,0,0.0,0.0,1.0
Franklin,Tennessee,0.0,0.0,0,0.0,0.0,1.0
Lakeville,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Lakewood,Washington,0.0,0.0,0,0.0,0.0,1.0
Buckeye,Arizona,0.0,0.0,0,0.0,0.0,1.0
Chapel Hill,North Carolina,0.0,0.0,0,0.0,0.0,1.0
Huntington Park,California,0.0,0.0,0,0.0,0.0,1.0
Lancaster,Pennsylvania,0.0,0.0,0,0.0,0.0,1.0
Redmond,Washington,0.0,0.0,0,0.0,0.0,1.0
Moore,Oklahoma,0.0,0.0,0,0.0,0.0,1.0
National City,California,0.0,0.0,0,0.0,0.0,1.0
Rocklin,California,0.0,0.0,0,0.0,0.0,1.0
Georgetown,Texas,0.0,0.0,0,0.0,0.0,1.0
Grand Junction,Colorado,0.0,0.0,0,0.0,0.0,1.0
Santee,California,0.0,0.0,0,0.0,0.0,1.0
Midwest City,Oklahoma,0.0,0.0,0,0.0,0.0,1.0
San Marcos,Texas,0.0,0.0,0,0.0,0.0,1.0
Oak Lawn,Illinois,0.0,0.0,0,0.0,0.0,1.0
Port Orange,Florida,0.0,0.0,0,29.1383165,-80.9956105,1.0
Idaho Falls,Idaho,0.0,0.0,0,0.0,0.0,1.0
Orland Park,Illinois,0.0,0.0,0,0.0,0.0,1.0
Coconut Creek,Florida,0.0,0.0,0,0.0,0.0,1.0
Dubuque,Iowa,0.0,0.0,0,0.0,0.0,1.0
Novi,Michigan,0.0,0.0,0,0.0,0.0,1.0
Rowlett,Texas,0.0,0.0,0,0.0,0.0,1.0
Bartlett,Tennessee,0.0,0.0,0,0.0,0.0,1.0
Des Plaines,Illinois,0.0,0.0,0,0.0,0.0,1.0
White Plains,New York,0.0,0.0,0,0.0,0.0,1.0
Bowie,Maryland,0.0,0.0,0,0.0,0.0,1.0
Ocala,Florida,0.0,0.0,0,0.0,0.0,1.0
Noblesville,Indiana,0.0,0.0,0,0.0,0.0,1.0
Sanford,Florida,0.0,0.0,0,0.0,0.0,1.0
Medford,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
La Habra,California,0.0,0.0,0,0.0,0.0,1.0
Taylor,Michigan,0.0,0.0,0,0.0,0.0,1.0
Owensboro,Kentucky,0.0,0.0,0,0.0,0.0,1.0
Woodland,California,0.0,0.0,0,0.0,0.0,1.0
Royal Oak,Michigan,0.0,0.0,0,0.0,0.0,1.0
Tinley Park,Illinois,0.0,0.0,0,0.0,0.0,1.0
Brentwood,California,0.0,0.0,0,0.0,0.0,1.0
Eastvale,California,0.0,0.0,0,0.0,0.0,1.0
Fountain Valley,California,0.0,0.0,0,0.0,0.0,1.0
Diamond Bar,California,0.0,0.0,0,0.0,0.0,1.0
Berwyn,Illinois,0.0,0.0,0,0.0,0.0,1.0
Valdosta,Georgia,0.0,0.0,0,0.0,0.0,1.0
Dearborn Heights,Michigan,0.0,0.0,0,0.0,0.0,1.0
Rocky Mount,North Carolina,0.0,0.0,0,0.0,0.0,1.0
Taunton,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Lehi,Utah,0.0,0.0,0,0.0,0.0,1.0
Manhattan,Kansas,0.0,0.0,0,0.0,0.0,1.0
St. Peters,Missouri,0.0,0.0,0,0.0,0.0,1.0
Margate,Florida,0.0,0.0,0,0.0,0.0,1.0
Grand Forks,North Dakota,0.0,0.0,0,0.0,0.0,1.0
New Brunswick,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Portsmouth,Virginia,0.0,0.0,0,36.835425799999996,-76.29827420000001,1.0
Beaumont,Texas,0.0,0.0,0,30.080174,-94.12655620000001,1.0
Huntsville,Texas,0.0,0.0,0,0.0,0.0,1.0
Lawton,Oklahoma,0.0,0.0,0,34.6035669,-98.3959291,1.0
Peabody,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Pflugerville,Texas,0.0,0.0,0,0.0,0.0,1.0
Greenwood,Indiana,0.0,0.0,0,0.0,0.0,1.0
Pocatello,Idaho,0.0,0.0,0,0.0,0.0,1.0
Hoffman Estates,Illinois,0.0,0.0,0,0.0,0.0,1.0
Addison,Illinois,0.0,0.0,0,0.0,0.0,1.0
Wilson,North Carolina,0.0,0.0,0,0.0,0.0,1.0
Plainfield,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Pinellas Park,Florida,0.0,0.0,0,0.0,0.0,1.0
Lakewood,Ohio,0.0,0.0,0,0.0,0.0,1.0
Grapevine,Texas,0.0,0.0,0,0.0,0.0,1.0
Tigard,Oregon,0.0,0.0,0,0.0,0.0,1.0
Kentwood,Michigan,0.0,0.0,0,0.0,0.0,1.0
Apple Valley,Minnesota,0.0,0.0,0,0.0,0.0,1.0
Charleston,West Virginia,0.0,0.0,0,0.0,0.0,1.0
Aliso Viejo,California,0.0,0.0,0,0.0,0.0,1.0
Caldwell,Idaho,0.0,0.0,0,0.0,0.0,1.0
Burien,Washington,0.0,0.0,0,0.0,0.0,1.0
Marlborough,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Revere,Massachusetts,0.0,0.0,0,0.0,0.0,1.0
Atlantic City,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Cerritos,California,0.0,0.0,0,0.0,0.0,1.0
Highland,California,0.0,0.0,0,0.0,0.0,1.0
Perth Amboy,New Jersey,0.0,0.0,0,0.0,0.0,1.0
Sarasota,Florida,0.0,0.0,0,0.0,0.0,1.0
Decatur,Alabama,0.0,0.0,0,0.0,0.0,1.0
Hempstead,New York,0.0,0.0,0,0.0,0.0,1.0
Anderson,Indiana,0.0,0.0,0,0.0,0.0,1.0
Paramount,California,0.0,0.0,0,0.0,0.0,1.0
Shoreline,Washington,0.0,0.0,0,0.0,0.0,1.0
Hendersonville,Tennessee,0.0,0.0,0,0.0,0.0,1.0
Hanford,California,0.0,0.0,0,0.0,0.0,1.0
Novato,California,0.0,0.0,0,0.0,0.0,1.0
Smyrna,Georgia,0.0,0.0,0,0.0,0.0,1.0
Corvallis,Oregon,0.0,0.0,0,0.0,0.0,1.0
Mount Prospect,Illinois,0.0,0.0,0,0.0,0.0,1.0
Rosemead,California,0.0,0.0,0,0.0,0.0,1.0
West Haven,Connecticut,0.0,0.0,0,0.0,0.0,1.0
Dublin,California,0.0,0.0,0,0.0,0.0,1.0
Port Arthur,Texas,0.0,0.0,0,0.0,0.0,1.0
Troy,New York,0.0,0.0,0,0.0,0.0,1.0
Parker,Colorado,0.0,0.0,0,0.0,0.0,1.0
Poway,California,0.0,0.0,0,0.0,0.0,1.0
